entity_id,name,role,department,person_id,room_id,timestamp,hour,day,weekday,next_room
E104094,Rohan Malhotra,student,BIO,S29583,LIB_5,2025-08-31 04:25:27,4,31,6,ROOM_A1
E104094,Rohan Malhotra,student,BIO,S29583,ROOM_A1,2025-09-07 09:45:00,9,7,6,ROOM_A1
E104094,Rohan Malhotra,student,BIO,S29583,ROOM_A1,2025-09-07 10:35:00,10,7,6,AUD_3
E103277,Sana Mehta,student,Admin,S29588,LIB_3,2025-08-28 11:45:06,11,28,3,LAB_101
E103277,Sana Mehta,student,Admin,S29588,LAB_101,2025-09-01 14:46:00,14,1,0,AUD_3
E103277,Sana Mehta,student,Admin,S29588,AUD_3,2025-09-05 19:11:00,19,5,4,AUD_4
E103277,Sana Mehta,student,Admin,S29588,AUD_4,2025-09-05 20:16:00,20,5,4,HOSTEL_2
E103277,Sana Mehta,student,Admin,S29588,HOSTEL_2,2025-09-06 03:22:00,3,6,5,SEM_01
E103277,Sana Mehta,student,Admin,S29588,SEM_01,2025-09-15 23:29:00,23,15,0,SEM_01
E103277,Sana Mehta,student,Admin,S29588,SEM_01,2025-09-16 02:05:00,2,16,1,ROOM_A2
E103277,Sana Mehta,student,Admin,S29588,ROOM_A2,2025-09-20 04:05:00,4,20,5,ROOM_A2
E102458,Priya Rao,student,Chemistry,S29647,HOSTEL_5,2025-08-29 08:10:00,8,29,4,ADMIN_3
E102458,Priya Rao,student,Chemistry,S29647,ADMIN_3,2025-09-01 21:08:28,21,1,0,LIB_ENT
E102458,Priya Rao,student,Chemistry,S29647,LIB_ENT,2025-09-07 08:42:24,8,7,6,HOSTEL_3
E102458,Priya Rao,student,Chemistry,S29647,HOSTEL_3,2025-09-11 16:47:27,16,11,3,HOSTEL_1
E102458,Priya Rao,student,Chemistry,S29647,HOSTEL_1,2025-09-12 14:45:00,14,12,4,ADMIN_5
E102458,Priya Rao,student,Chemistry,S29647,ADMIN_5,2025-09-14 10:11:00,10,14,6,LIB_ENT
E102458,Priya Rao,student,Chemistry,S29647,LIB_ENT,2025-09-14 22:48:25,22,14,6,ADMIN_2
E102672,Neha Rao,student,CSE,S29666,HOSTEL_3,2025-09-01 15:12:00,15,1,0,LIB_ENT
E102672,Neha Rao,student,CSE,S29666,LIB_ENT,2025-09-03 19:33:26,19,3,2,SEM_01
E102672,Neha Rao,student,CSE,S29666,SEM_01,2025-09-16 02:50:00,2,16,1,SEM_01
E102672,Neha Rao,student,CSE,S29666,SEM_01,2025-09-16 05:34:00,5,16,1,ROOM_A1
E102672,Neha Rao,student,CSE,S29666,ROOM_A1,2025-09-17 05:32:00,5,17,2,ROOM_A1
E102186,Ananya Singh,student,CIVIL,S29672,LAB_101,2025-08-30 16:21:00,16,30,5,AUD_3
E102186,Ananya Singh,student,CIVIL,S29672,AUD_3,2025-09-06 20:05:47,20,6,5,SEM_01
E102186,Ananya Singh,student,CIVIL,S29672,SEM_01,2025-09-09 19:30:00,19,9,1,SEM_01
E102186,Ananya Singh,student,CIVIL,S29672,SEM_01,2025-09-09 21:04:00,21,9,1,LIB_2
E102186,Ananya Singh,student,CIVIL,S29672,LIB_2,2025-09-12 18:14:32,18,12,4,LIB_ENT
E102186,Ananya Singh,student,CIVIL,S29672,LIB_ENT,2025-09-14 04:51:08,4,14,6,ENG
E102186,Ananya Singh,student,CIVIL,S29672,ENG,2025-09-19 12:13:00,12,19,4,LIB_2
E102186,Ananya Singh,student,CIVIL,S29672,LIB_2,2025-09-20 16:29:53,16,20,5,CAF
E106985,Priya Sharma,student,CSE,S29688,HOSTEL_1,2025-08-27 18:08:00,18,27,2,GYM
E106985,Priya Sharma,student,CSE,S29688,GYM,2025-09-09 07:59:25,7,9,1,CAF
E106985,Priya Sharma,student,CSE,S29688,CAF,2025-09-11 16:15:14,16,11,3,LIB_3
E106094,Sana Singh,student,Admin,S29694,LIB_5,2025-08-31 17:00:11,17,31,6,LAB_102
E106094,Sana Singh,student,Admin,S29694,LAB_102,2025-09-07 17:15:00,17,7,6,LAB_102
E106094,Sana Singh,student,Admin,S29694,LAB_102,2025-09-07 20:10:00,20,7,6,HOSTEL_4
E103093,Sana Desai,student,Maths,S29718,HOSTEL_4,2025-08-27 08:51:52,8,27,2,GYM
E103093,Sana Desai,student,Maths,S29718,GYM,2025-09-06 03:02:12,3,6,5,LIB_2
E103093,Sana Desai,student,Maths,S29718,LIB_2,2025-09-08 23:20:47,23,8,0,ENG
E102810,Divya Iyer,student,ECE,S29736,AUD_3,2025-09-01 06:06:00,6,1,0,ROOM_A2
E102810,Divya Iyer,student,ECE,S29736,ROOM_A2,2025-09-10 11:32:00,11,10,2,ROOM_A2
E102810,Divya Iyer,student,ECE,S29736,ROOM_A2,2025-09-10 14:06:00,14,10,2,CAF
E102810,Divya Iyer,student,ECE,S29736,CAF,2025-09-16 08:29:00,8,16,1,LIB_ENT
E102810,Divya Iyer,student,ECE,S29736,LIB_ENT,2025-09-20 19:33:18,19,20,5,LAB_4
E103764,Karan Desai,student,ECE,S29767,LAB_101,2025-08-28 06:55:00,6,28,3,LAB_101
E103764,Karan Desai,student,ECE,S29767,LAB_101,2025-09-07 08:30:37,8,7,6,ADMIN_5
E103764,Karan Desai,student,ECE,S29767,ADMIN_5,2025-09-13 14:48:00,14,13,5,CAF
E103764,Karan Desai,student,ECE,S29767,CAF,2025-09-15 11:47:00,11,15,0,LIB_3
E103764,Karan Desai,student,ECE,S29767,LIB_3,2025-09-20 14:23:00,14,20,5,LIB_ENT
E103493,Aarav Patel,student,MECH,S29779,CAF,2025-09-01 14:33:44,14,1,0,LAB_101
E103493,Aarav Patel,student,MECH,S29779,LAB_101,2025-09-08 10:04:00,10,8,0,LAB_101
E103493,Aarav Patel,student,MECH,S29779,LAB_101,2025-09-08 10:39:00,10,8,0,HOSTEL_3
E103493,Aarav Patel,student,MECH,S29779,HOSTEL_3,2025-09-08 23:09:00,23,8,0,HOSTEL_2
E105991,Siddharth Sharma,student,EEE,S29782,LIB_4,2025-08-29 20:46:41,20,29,4,AUD_3
E105991,Siddharth Sharma,student,EEE,S29782,AUD_3,2025-09-02 00:04:22,0,2,1,CAF
E105991,Siddharth Sharma,student,EEE,S29782,CAF,2025-09-02 18:30:00,18,2,1,ADMIN_3
E105991,Siddharth Sharma,student,EEE,S29782,ADMIN_3,2025-09-08 18:55:13,18,8,0,ADMIN_3
E100236,Sana Malhotra,student,BIO,S29786,HOSTEL_2,2025-09-01 10:35:00,10,1,0,LAB_1
E100236,Sana Malhotra,student,BIO,S29786,LAB_1,2025-09-06 18:18:00,18,6,5,ADMIN_4
E100236,Sana Malhotra,student,BIO,S29786,ADMIN_4,2025-09-09 00:48:00,0,9,1,ADMIN_4
E100236,Sana Malhotra,student,BIO,S29786,ADMIN_4,2025-09-12 12:35:51,12,12,4,ENG
E100236,Sana Malhotra,student,BIO,S29786,ENG,2025-09-21 11:41:00,11,21,6,ROOM_A2
E100236,Sana Malhotra,student,BIO,S29786,ROOM_A2,2025-09-23 18:04:00,18,23,1,ROOM_A2
E102457,Aarav Desai,student,MECH,S29796,AUD_5,2025-08-31 12:53:55,12,31,6,LAB_101
E102457,Aarav Desai,student,MECH,S29796,LAB_101,2025-09-14 23:50:00,23,14,6,HOSTEL_3
E102457,Aarav Desai,student,MECH,S29796,HOSTEL_3,2025-09-21 16:38:08,16,21,6,CAF
E101258,Karan Sharma,student,Chemistry,S29826,CAF,2025-09-07 08:50:00,8,7,6,LAB_305
E101258,Karan Sharma,student,Chemistry,S29826,LAB_305,2025-09-07 11:26:17,11,7,6,CAF
E101258,Karan Sharma,student,Chemistry,S29826,CAF,2025-09-09 18:52:00,18,9,1,AUD_3
E101258,Karan Sharma,student,Chemistry,S29826,AUD_3,2025-09-11 12:37:25,12,11,3,HOSTEL_2
E101258,Karan Sharma,student,Chemistry,S29826,HOSTEL_2,2025-09-14 07:47:00,7,14,6,LIB_ENT
E102256,Rohan Desai,student,Maths,S29841,ADMIN_5,2025-08-29 05:50:00,5,29,4,HOSTEL_4
E102256,Rohan Desai,student,Maths,S29841,HOSTEL_4,2025-09-04 05:47:17,5,4,3,LIB_1
E102256,Rohan Desai,student,Maths,S29841,LIB_1,2025-09-16 16:58:21,16,16,1,LIB_2
E102256,Rohan Desai,student,Maths,S29841,LIB_2,2025-09-19 20:52:26,20,19,4,LIB_5
E104479,Priya Mehta,student,MECH,S29863,AUD_5,2025-08-28 12:30:00,12,28,3,AUD_2
E104479,Priya Mehta,student,MECH,S29863,AUD_2,2025-08-28 14:16:00,14,28,3,AUD_5
E104479,Priya Mehta,student,MECH,S29863,AUD_5,2025-09-05 21:29:00,21,5,4,LIB_3
E104479,Priya Mehta,student,MECH,S29863,LIB_3,2025-09-09 05:42:00,5,9,1,ENG
E104479,Priya Mehta,student,MECH,S29863,ENG,2025-09-14 14:12:00,14,14,6,LAB_3
E104479,Priya Mehta,student,MECH,S29863,LAB_3,2025-09-14 14:18:00,14,14,6,ADMIN_1
E104943,Divya Singh,student,BIO,S29876,LAB_102,2025-08-31 01:34:00,1,31,6,LAB_102
E104943,Divya Singh,student,BIO,S29876,LAB_102,2025-08-31 03:19:00,3,31,6,AUD_4
E104943,Divya Singh,student,BIO,S29876,AUD_4,2025-09-10 07:08:00,7,10,2,GYM
E104943,Divya Singh,student,BIO,S29876,GYM,2025-09-21 19:10:00,19,21,6,LAB_101
E104943,Divya Singh,student,BIO,S29876,LAB_101,2025-09-23 16:20:00,16,23,1,LAB_101
E104943,Divya Singh,student,BIO,S29876,LAB_101,2025-09-23 18:01:00,18,23,1,LAB_101
E104943,Divya Singh,student,BIO,S29876,LAB_101,2025-09-24 14:20:00,14,24,2,LAB_101
E103101,Aarav Iyer,student,EEE,S29882,AUD_1,2025-09-06 02:08:08,2,6,5,LAB_305
E103101,Aarav Iyer,student,EEE,S29882,LAB_305,2025-09-13 22:58:21,22,13,5,AUD_1
E105033,Divya Sharma,student,Chemistry,S29883,HOSTEL_1,2025-09-04 09:42:00,9,4,3,ROOM_A1
E105033,Divya Sharma,student,Chemistry,S29883,ROOM_A1,2025-09-13 01:41:00,1,13,5,ROOM_A1
E105033,Divya Sharma,student,Chemistry,S29883,ROOM_A1,2025-09-13 03:03:00,3,13,5,LIB_3
E100918,Karan Desai,student,EEE,S29917,LIB_ENT,2025-08-27 02:07:00,2,27,2,AUD_3
E100918,Karan Desai,student,EEE,S29917,AUD_3,2025-08-31 11:54:00,11,31,6,HOSTEL_3
E100918,Karan Desai,student,EEE,S29917,HOSTEL_3,2025-09-05 20:02:00,20,5,4,LAB_101
E100918,Karan Desai,student,EEE,S29917,LAB_101,2025-09-11 13:57:42,13,11,3,SEM_01
E100918,Karan Desai,student,EEE,S29917,SEM_01,2025-09-11 17:24:00,17,11,3,SEM_01
E100918,Karan Desai,student,EEE,S29917,SEM_01,2025-09-11 18:07:00,18,11,3,ADMIN_4
E100918,Karan Desai,student,EEE,S29917,ADMIN_4,2025-09-13 18:42:50,18,13,5,AUD_3
E100918,Karan Desai,student,EEE,S29917,AUD_3,2025-09-15 07:11:00,7,15,0,ADMIN_5
E100918,Karan Desai,student,EEE,S29917,ADMIN_5,2025-09-20 18:23:48,18,20,5,ADMIN_1
E100918,Karan Desai,student,EEE,S29917,ADMIN_1,2025-09-22 23:51:00,23,22,0,ADMIN_5
E104449,Priya Gupta,student,EEE,S29952,AUD_3,2025-08-28 17:07:00,17,28,3,AUD_5
E104449,Priya Gupta,student,EEE,S29952,AUD_5,2025-08-28 19:07:00,19,28,3,SEM_01
E104449,Priya Gupta,student,EEE,S29952,SEM_01,2025-09-05 11:01:00,11,5,4,SEM_01
E104449,Priya Gupta,student,EEE,S29952,SEM_01,2025-09-05 12:33:00,12,5,4,LIB_ENT
E105240,Karan Sharma,student,Chemistry,S29953,CAF,2025-08-29 02:43:00,2,29,4,HOSTEL_3
E105240,Karan Sharma,student,Chemistry,S29953,HOSTEL_3,2025-09-04 01:45:00,1,4,3,LIB_1
E105240,Karan Sharma,student,Chemistry,S29953,LIB_1,2025-09-13 10:19:34,10,13,5,LAB_101
E105240,Karan Sharma,student,Chemistry,S29953,LAB_101,2025-09-15 00:02:00,0,15,0,LAB_101
E105240,Karan Sharma,student,Chemistry,S29953,LAB_101,2025-09-15 01:39:00,1,15,0,LAB_101
E105240,Karan Sharma,student,Chemistry,S29953,LAB_101,2025-09-23 10:35:00,10,23,1,LAB_101
E106791,Aarav Rao,student,Physics,S29955,LIB_ENT,2025-08-27 06:40:09,6,27,2,LIB_5
E106791,Aarav Rao,student,Physics,S29955,LIB_5,2025-08-28 19:01:28,19,28,3,SEM_01
E106791,Aarav Rao,student,Physics,S29955,SEM_01,2025-09-22 07:45:00,7,22,0,SEM_01
E106798,Ananya Gupta,student,Physics,S29957,AUD_2,2025-08-27 00:50:23,0,27,2,LIB_ENT
E106798,Ananya Gupta,student,Physics,S29957,LIB_ENT,2025-09-10 04:42:49,4,10,2,AUD_5
E106798,Ananya Gupta,student,Physics,S29957,AUD_5,2025-09-18 12:18:00,12,18,3,AUD_4
E105212,Karan Iyer,student,MECH,S29984,AUD_2,2025-08-31 07:02:00,7,31,6,LIB_ENT
E105212,Karan Iyer,student,MECH,S29984,LIB_ENT,2025-09-18 07:12:55,7,18,3,LAB_305
E105212,Karan Iyer,student,MECH,S29984,LAB_305,2025-09-18 07:44:00,7,18,3,LAB_305
E105212,Karan Iyer,student,MECH,S29984,LAB_305,2025-09-18 09:58:00,9,18,3,ROOM_A2
E105212,Karan Iyer,student,MECH,S29984,ROOM_A2,2025-09-20 13:33:00,13,20,5,ROOM_A2
E105126,Priya Desai,student,MECH,S29992,LIB_ENT,2025-08-29 04:52:40,4,29,4,LAB_101
E105126,Priya Desai,student,MECH,S29992,LAB_101,2025-09-06 19:42:31,19,6,5,ENG
E105126,Priya Desai,student,MECH,S29992,ENG,2025-09-09 09:44:00,9,9,1,LAB_305
E105126,Priya Desai,student,MECH,S29992,LAB_305,2025-09-15 19:42:00,19,15,0,LAB_305
E102626,Divya Kumar,student,MECH,S30017,LIB_4,2025-09-06 08:23:43,8,6,5,LIB_ENT
E102626,Divya Kumar,student,MECH,S30017,LIB_ENT,2025-09-13 23:51:17,23,13,5,ROOM_A1
E102626,Divya Kumar,student,MECH,S30017,ROOM_A1,2025-09-16 12:23:00,12,16,1,ROOM_A1
E102626,Divya Kumar,student,MECH,S30017,ROOM_A1,2025-09-16 13:54:00,13,16,1,LAB_305
E102626,Divya Kumar,student,MECH,S30017,LAB_305,2025-09-21 00:17:04,0,21,6,GYM
E102626,Divya Kumar,student,MECH,S30017,GYM,2025-09-22 18:26:00,18,22,0,ENG
E101182,Rohan Desai,student,BIO,S30019,HOSTEL_3,2025-08-30 07:40:00,7,30,5,LAB_102
E101182,Rohan Desai,student,BIO,S30019,LAB_102,2025-09-25 15:16:00,15,25,3,LAB_102
E103378,Rohan Sharma,student,CIVIL,S30023,LAB_305,2025-08-30 00:22:00,0,30,5,LAB_305
E103378,Rohan Sharma,student,CIVIL,S30023,LAB_305,2025-08-30 01:35:00,1,30,5,AUD_4
E103378,Rohan Sharma,student,CIVIL,S30023,AUD_4,2025-09-02 18:38:39,18,2,1,HOSTEL_3
E103378,Rohan Sharma,student,CIVIL,S30023,HOSTEL_3,2025-09-06 09:50:48,9,6,5,SEM_01
E103378,Rohan Sharma,student,CIVIL,S30023,SEM_01,2025-09-07 14:25:00,14,7,6,SEM_01
E103378,Rohan Sharma,student,CIVIL,S30023,SEM_01,2025-09-07 17:07:00,17,7,6,AUD_2
E103378,Rohan Sharma,student,CIVIL,S30023,AUD_2,2025-09-08 04:18:01,4,8,0,LIB_4
E103378,Rohan Sharma,student,CIVIL,S30023,LIB_4,2025-09-10 21:34:09,21,10,2,AUD_1
E103378,Rohan Sharma,student,CIVIL,S30023,AUD_1,2025-09-11 16:26:00,16,11,3,ADMIN_4
E103378,Rohan Sharma,student,CIVIL,S30023,ADMIN_4,2025-09-19 21:37:02,21,19,4,LIB_2
E103378,Rohan Sharma,student,CIVIL,S30023,LIB_2,2025-09-19 23:50:13,23,19,4,ROOM_A1
E103378,Rohan Sharma,student,CIVIL,S30023,ROOM_A1,2025-09-24 19:56:00,19,24,2,ROOM_A1
E103378,Rohan Sharma,student,CIVIL,S30023,ROOM_A1,2025-09-24 22:31:00,22,24,2,CAF
E101878,Sana Singh,student,CSE,S30056,CAF,2025-09-05 18:13:00,18,5,4,LAB_102
E101878,Sana Singh,student,CSE,S30056,LAB_102,2025-09-06 07:29:00,7,6,5,LAB_102
E101878,Sana Singh,student,CSE,S30056,LAB_102,2025-09-06 09:27:00,9,6,5,HOSTEL_2
E101878,Sana Singh,student,CSE,S30056,HOSTEL_2,2025-09-10 16:57:00,16,10,2,ENG
E101878,Sana Singh,student,CSE,S30056,ENG,2025-09-18 23:51:00,23,18,3,ROOM_A1
E101878,Sana Singh,student,CSE,S30056,ROOM_A1,2025-09-23 09:21:00,9,23,1,ROOM_A1
E101773,Karan Mehta,student,Admin,S30060,HOSTEL_1,2025-08-31 18:07:00,18,31,6,ROOM_A1
E101773,Karan Mehta,student,Admin,S30060,ROOM_A1,2025-09-07 23:40:00,23,7,6,ROOM_A1
E101773,Karan Mehta,student,Admin,S30060,ROOM_A1,2025-09-08 01:20:00,1,8,0,LAB_101
E101773,Karan Mehta,student,Admin,S30060,LAB_101,2025-09-13 21:42:06,21,13,5,LAB_101
E101773,Karan Mehta,student,Admin,S30060,LAB_101,2025-09-22 11:38:50,11,22,0,CAF
E106433,Priya Singh,student,BIO,S30112,AUD_3,2025-09-02 23:18:00,23,2,1,AUD_4
E105733,Divya Rao,student,ECE,S30145,LAB_5,2025-09-22 03:57:00,3,22,0,LAB_101
E105733,Divya Rao,student,ECE,S30145,LAB_101,2025-09-24 08:16:48,8,24,2,LIB_5
E105103,Rohan Sharma,student,Admin,S30157,ROOM_A2,2025-09-20 19:23:00,19,20,5,ROOM_A2
E104167,Karan Patel,student,ECE,S30172,AUD_4,2025-08-27 03:51:57,3,27,2,LIB_ENT
E104167,Karan Patel,student,ECE,S30172,LIB_ENT,2025-09-05 16:16:37,16,5,4,LIB_ENT
E104167,Karan Patel,student,ECE,S30172,LIB_ENT,2025-09-05 17:43:57,17,5,4,LAB_305
E104167,Karan Patel,student,ECE,S30172,LAB_305,2025-09-07 10:11:00,10,7,6,LAB_305
E104167,Karan Patel,student,ECE,S30172,LAB_305,2025-09-07 12:18:00,12,7,6,LAB_101
E104167,Karan Patel,student,ECE,S30172,LAB_101,2025-09-08 02:12:00,2,8,0,LAB_101
E104167,Karan Patel,student,ECE,S30172,LAB_101,2025-09-08 03:42:00,3,8,0,LIB_2
E104167,Karan Patel,student,ECE,S30172,LIB_2,2025-09-08 07:19:32,7,8,0,LAB_101
E104167,Karan Patel,student,ECE,S30172,LAB_101,2025-09-09 07:59:00,7,9,1,ENG
E104167,Karan Patel,student,ECE,S30172,ENG,2025-09-09 17:21:00,17,9,1,LIB_4
E104167,Karan Patel,student,ECE,S30172,LIB_4,2025-09-10 04:08:49,4,10,2,HOSTEL_5
E104167,Karan Patel,student,ECE,S30172,HOSTEL_5,2025-09-24 06:14:37,6,24,2,LIB_1
E102435,Priya Rao,student,ECE,S30185,LIB_ENT,2025-08-28 17:32:31,17,28,3,AUD_2
E102435,Priya Rao,student,ECE,S30185,AUD_2,2025-08-31 12:37:00,12,31,6,CAF
E103158,Neha Rao,student,CIVIL,S30206,LIB_2,2025-08-31 14:30:00,14,31,6,LIB_4
E103158,Neha Rao,student,CIVIL,S30206,LIB_4,2025-09-06 05:24:13,5,6,5,GYM
E103158,Neha Rao,student,CIVIL,S30206,GYM,2025-09-20 10:04:00,10,20,5,LIB_2
E101361,Siddharth Sharma,student,ECE,S30214,SEM_01,2025-09-06 02:33:00,2,6,5,SEM_01
E101361,Siddharth Sharma,student,ECE,S30214,SEM_01,2025-09-06 04:25:00,4,6,5,LIB_2
E100253,Ananya Malhotra,student,Physics,S30218,AUD_4,2025-08-30 19:03:50,19,30,5,AUD_2
E100253,Ananya Malhotra,student,Physics,S30218,AUD_2,2025-09-02 00:04:00,0,2,1,HOSTEL_5
E100253,Ananya Malhotra,student,Physics,S30218,HOSTEL_5,2025-09-11 22:40:00,22,11,3,HOSTEL_2
E100253,Ananya Malhotra,student,Physics,S30218,HOSTEL_2,2025-09-12 14:55:00,14,12,4,LIB_ENT
E103380,Siddharth Sharma,student,Admin,S30222,LAB_102,2025-09-01 20:29:00,20,1,0,LAB_102
E103380,Siddharth Sharma,student,Admin,S30222,LAB_102,2025-09-01 21:03:00,21,1,0,LAB_2
E103380,Siddharth Sharma,student,Admin,S30222,LAB_2,2025-09-10 04:46:00,4,10,2,LAB_102
E103380,Siddharth Sharma,student,Admin,S30222,LAB_102,2025-09-17 04:03:00,4,17,2,LAB_102
E103380,Siddharth Sharma,student,Admin,S30222,LAB_102,2025-09-17 06:01:00,6,17,2,AUD_4
E103380,Siddharth Sharma,student,Admin,S30222,AUD_4,2025-09-18 12:58:00,12,18,3,LIB_ENT
E105909,Divya Patel,student,BIO,S30252,ADMIN_1,2025-08-30 13:44:00,13,30,5,GYM
E105909,Divya Patel,student,BIO,S30252,GYM,2025-09-08 16:36:41,16,8,0,ROOM_A1
E105909,Divya Patel,student,BIO,S30252,ROOM_A1,2025-09-13 22:08:00,22,13,5,ROOM_A1
E105909,Divya Patel,student,BIO,S30252,ROOM_A1,2025-09-14 00:14:00,0,14,6,HOSTEL_5
E105909,Divya Patel,student,BIO,S30252,HOSTEL_5,2025-09-14 12:41:54,12,14,6,LIB_2
E105639,Priya Iyer,student,Admin,S30257,CAF,2025-08-28 10:00:00,10,28,3,CAF
E105639,Priya Iyer,student,Admin,S30257,CAF,2025-09-06 03:35:00,3,6,5,HOSTEL_2
E105639,Priya Iyer,student,Admin,S30257,HOSTEL_2,2025-09-09 10:19:51,10,9,1,LAB_305
E105639,Priya Iyer,student,Admin,S30257,LAB_305,2025-09-09 16:36:04,16,9,1,LIB_3
E105639,Priya Iyer,student,Admin,S30257,LIB_3,2025-09-11 14:02:12,14,11,3,AUD_4
E105639,Priya Iyer,student,Admin,S30257,AUD_4,2025-09-17 23:47:00,23,17,2,AUD_5
E105639,Priya Iyer,student,Admin,S30257,AUD_5,2025-09-18 00:58:00,0,18,3,LAB_102
E105639,Priya Iyer,student,Admin,S30257,LAB_102,2025-09-21 13:30:00,13,21,6,LAB_102
E105639,Priya Iyer,student,Admin,S30257,LAB_102,2025-09-21 14:12:00,14,21,6,ENG
E105945,Sana Mehta,student,ECE,S30298,GYM,2025-09-03 10:17:35,10,3,2,AUD_1
E105945,Sana Mehta,student,ECE,S30298,AUD_1,2025-09-03 11:35:16,11,3,2,LIB_2
E105945,Sana Mehta,student,ECE,S30298,LIB_2,2025-09-03 15:04:17,15,3,2,LIB_1
E105945,Sana Mehta,student,ECE,S30298,LIB_1,2025-09-17 15:00:20,15,17,2,HOSTEL_3
E105945,Sana Mehta,student,ECE,S30298,HOSTEL_3,2025-09-21 20:28:00,20,21,6,LIB_ENT
E105945,Sana Mehta,student,ECE,S30298,LIB_ENT,2025-09-23 03:56:43,3,23,1,GYM
E100251,Ananya Gupta,student,MECH,S30308,GYM,2025-09-01 13:37:35,13,1,0,HOSTEL_2
E100251,Ananya Gupta,student,MECH,S30308,HOSTEL_2,2025-09-03 01:18:00,1,3,2,AUD_4
E100251,Ananya Gupta,student,MECH,S30308,AUD_4,2025-09-09 15:14:00,15,9,1,AUD_1
E100251,Ananya Gupta,student,MECH,S30308,AUD_1,2025-09-09 15:48:00,15,9,1,CAF
E100251,Ananya Gupta,student,MECH,S30308,CAF,2025-09-13 02:12:35,2,13,5,HOSTEL_3
E100251,Ananya Gupta,student,MECH,S30308,HOSTEL_3,2025-09-16 02:35:20,2,16,1,ADMIN_5
E100377,Karan Singh,student,BIO,S30332,HOSTEL_1,2025-09-04 03:01:08,3,4,3,LAB_3
E100377,Karan Singh,student,BIO,S30332,LAB_3,2025-09-12 09:02:00,9,12,4,ADMIN_4
E100377,Karan Singh,student,BIO,S30332,ADMIN_4,2025-09-15 13:32:00,13,15,0,ADMIN_5
E100377,Karan Singh,student,BIO,S30332,ADMIN_5,2025-09-15 16:48:35,16,15,0,LAB_102
E100377,Karan Singh,student,BIO,S30332,LAB_102,2025-09-23 10:52:00,10,23,1,LAB_102
E100377,Karan Singh,student,BIO,S30332,LAB_102,2025-09-23 13:13:00,13,23,1,LIB_5
E102354,Rohan Rao,student,Admin,S30349,ADMIN_2,2025-09-07 23:09:00,23,7,6,SEM_01
E102354,Rohan Rao,student,Admin,S30349,SEM_01,2025-09-19 05:05:00,5,19,4,SEM_01
E106440,Ishaan Rao,student,Chemistry,S30349_1,AUD_1,2025-08-27 09:31:00,9,27,2,AUD_5
E106440,Ishaan Rao,student,Chemistry,S30349_1,AUD_5,2025-08-27 10:27:00,10,27,2,LIB_5
E106440,Ishaan Rao,student,Chemistry,S30349_1,LIB_5,2025-08-28 23:49:42,23,28,3,LAB_102
E106440,Ishaan Rao,student,Chemistry,S30349_1,LAB_102,2025-08-29 06:08:00,6,29,4,LAB_102
E106265,Rohan Gupta,student,BIO,S30354,LAB_102,2025-08-31 04:07:00,4,31,6,LAB_102
E106265,Rohan Gupta,student,BIO,S30354,LAB_102,2025-08-31 05:19:00,5,31,6,ADMIN_1
E106265,Rohan Gupta,student,BIO,S30354,ADMIN_1,2025-09-03 01:01:00,1,3,2,AUD_3
E100963,Divya Mehta,student,Chemistry,S30366,ADMIN_2,2025-08-27 10:15:54,10,27,2,AUD_2
E100963,Divya Mehta,student,Chemistry,S30366,AUD_2,2025-08-27 21:03:00,21,27,2,AUD_4
E100963,Divya Mehta,student,Chemistry,S30366,AUD_4,2025-08-27 22:17:00,22,27,2,LAB_101
E100963,Divya Mehta,student,Chemistry,S30366,LAB_101,2025-09-01 18:01:00,18,1,0,LAB_101
E100963,Divya Mehta,student,Chemistry,S30366,LAB_101,2025-09-01 20:28:00,20,1,0,AUD_3
E104822,Priya Malhotra,student,MECH,S30390,SEM_01,2025-08-27 04:56:00,4,27,2,SEM_01
E104822,Priya Malhotra,student,MECH,S30390,SEM_01,2025-08-27 06:37:00,6,27,2,LIB_1
E104822,Priya Malhotra,student,MECH,S30390,LIB_1,2025-08-28 02:59:36,2,28,3,LIB_ENT
E104822,Priya Malhotra,student,MECH,S30390,LIB_ENT,2025-09-02 21:58:49,21,2,1,LAB_101
E104648,Aarav Kumar,student,Admin,S30397,ROOM_A2,2025-09-02 13:43:00,13,2,1,ROOM_A2
E104648,Aarav Kumar,student,Admin,S30397,ROOM_A2,2025-09-02 14:27:00,14,2,1,LIB_1
E104648,Aarav Kumar,student,Admin,S30397,LIB_1,2025-09-02 22:05:30,22,2,1,LAB_1
E104648,Aarav Kumar,student,Admin,S30397,LAB_1,2025-09-04 01:36:00,1,4,3,LIB_ENT
E104648,Aarav Kumar,student,Admin,S30397,LIB_ENT,2025-09-04 14:52:00,14,4,3,LAB_305
E104648,Aarav Kumar,student,Admin,S30397,LAB_305,2025-09-15 22:17:00,22,15,0,LAB_305
E104648,Aarav Kumar,student,Admin,S30397,LAB_305,2025-09-16 00:58:00,0,16,1,AUD_4
E106096,Sana Malhotra,student,CIVIL,S30397_1,LAB_305,2025-09-07 20:15:00,20,7,6,LAB_305
E106096,Sana Malhotra,student,CIVIL,S30397_1,LAB_305,2025-09-07 21:28:00,21,7,6,HOSTEL_2
E106096,Sana Malhotra,student,CIVIL,S30397_1,HOSTEL_2,2025-09-13 07:12:00,7,13,5,HOSTEL_5
E101670,Siddharth Singh,student,Physics,S30400,AUD_1,2025-08-27 17:29:00,17,27,2,LAB_102
